Spanish,French
estatuto,loi
rechazado,rejeté
satisfacer,satisfaire
destruido,détruit
abrigo,abri
capilla,chapelle
GamesPot,gamespot
fabricar,fabrication
capas,couches
wordpress,wordpress
guiado,guidé
vulnerabilidad,vulnérabilité
responsabilidad,responsabilité
celebrar,célébrer
autorizado,accrédité
aparato,appareil
comprimido,comprimé
bahamas,bahamas
powell,powell
mezcla,mélange
mesa de trabajo,banc
univ,univer
tina,baignoire
jinete,cavalier
Planificación,Planification
radio,rayon
perspectivas,points de vue
mortalidad,mortalité
Inicio sesión,enregistrement
Hampton,hampton
cristianos,les chrétiens
fronteras,limites
terapéutico,thérapeutique
almohadillas,tampons
campo de tiro al blanco,mégot
posadas,auberge
poli,policier
impresionante,impressionnant
oveja,mouton
respectivamente,par conséquent
arquitecto,architecte
ferrocarril,chemin de fer
conferencias,conférences
desafiante,difficile
vinos,vins
guardería,garderie
más difícil,Plus fort
tazas,tasses
ceniza,cendre
microonda,four micro onde
lo mas barato,moins cher
accidentes,les accidents
travesti,travesti
reubicación,déménagement
stuart,Stuart
contribuyentes,contributeurs
el Salvador,salvador
ali,ali
ensalada,salade
notario público,np
Monroe,monroe
tierno,tendre
violaciones,violations
espuma,mousse
temperaturas,températures
pegar,pâte
nubes,des nuages
competiciones,compétitions
discreción,discrétion
tft,TFT
Tanzania,Tanzanie
preservar,préserver
jvc,jvc
poema,poème
no firmado,non signé
quedarse,séjour
productos cosméticos,produits de beauté
Pascua de Resurrección,Pâques
teorías,théories
repositorio,dépôt
felicitar,louer
Jeremy,jeremy
Venecia,venise
concentraciones,concentrations
Estonia,Estonie
cristiandad,christianisme
veterano,vétéran
arroyos,ruisseaux
aterrizaje,atterrissage
firma,signature
ejecutado,réalisé
katie,Katie
negociaciones,négociations
realista,réaliste
dt,dt
CGI,cgi
escaparate,vitrine
integral,intégral
pregunta,demande
relajarse,se détendre
Namibia,namibie
generador,générateur
christina,Christina
del congreso,du Congrès
sinopsis,synopsis
difícilmente,à peine
pradera,prairie
reunión,réunion
compositor,compositeur
frijol,haricot
espada,épée
ausente,absent
fotográfico,photographique
vende,vendre
Ecuador,Équateur
esperando,espérant
accedido,accédé
espíritu,spiritueux
modificaciones,modifications
coral,corail
píxel,pixel
flotador,flotter
colin,colin
parcialidad,biais
importado,importé
caminos,sentiers
burbuja,bulle
por,porc
adquirir,acquérir
contrario,contraire
milenio,millénaire
tribuna,tribune
embarcación,navire
ácidos,acides
enfoque,se concentrer
virus,virus
más económico,moins cher
aceptado,admis
lácteos,laitier
admitir,admettre
MEM,mem
elegante,fantaisie
igualdad,égalité
samoa,samoa
GC,gc
logrando,réalisation
grifo,robinet
pegatinas,autocollants
pesca,pêcheries
excepciones,exceptions
reacciones,réactions
arrendamiento,location
lauren,Lauren
creencias,croyances
ci,CI
macromedia,macromedia
compañero,un compagnon
equipo,équipe
analizar,analyser
ashley,ashley
Desplazarse,faire défiler
relacionar,rapporter
divisiones,divisions
nadar,nager
salarios,les salaires
Adicionalmente,en outre
sufrir,souffrir
bosques,les forêts
compañerismo,camaraderie
nano,nano
inválido,invalide
conciertos,concerts
marcial,martial
machos,mâles
victoriano,victorien
conservar,conserver
colores,couleurs
ejecutar,exécuter
túnel,tunnel
géneros,genres
Camboya,Cambodge
patentes,brevets
copyrights,droits d'auteur
yn,yn
caos,le chaos
Lituania,Lituanie
tarjeta MasterCard,MasterCard
trigo,blé
crónicas,chroniques
obtención,obtention
castor,castor
actualizando,mise à jour
distribuir,distribuer
lecturas,lectures
decorativo,décoratif
kijiji,kijiji
confundido,confus
compilador,compilateur
ampliación,élargissement
águilas,aigles
bases,bases
vii,vii
acusado,accusé
abeja,abeille
campañas,campagnes
unidad,unité
fuerte,fort
conjunción,conjonction
novia,la mariée
ratas,les rats
define,définit
aeropuertos,aéroports
instancias,instances
indígena,indigène
comenzado,commencé
cfr,CFR
morena,brunette
paquetes,paquets
ancla,ancre
calcetines,des chaussettes
validación,validation
desfile,parade
corrupción,la corruption
estadio,statistique
desencadenar,gâchette
incentivos,des incitations
colesterol,cholestérol
reunido,recueillies
essex,essex
Eslovenia,Slovénie
notificado,notifié
diferencial,différentiel
playas,des plages
carpetas,Dossiers
dramático,spectaculaire
superficies,surfaces
terrible,terrible
enrutadores,routeurs
cruz,cruz
colgante,pendentif
vestidos,Robes
bautista,baptiste
científico,scientifique
lienzo de estrellas,Starsmerchange
contratación,embauche
reloj,horloges
artritis,arthrite
biológico,bios
hembras,femelles
wallace,wallace
sin embargo,néanmoins
refleja,réfléchir
impuestos,Imposition
fiebre,fièvre
pmc,PMC
cocina,cuisine
seguramente,sûrement
practicantes,praticiens
transcripción,transcription
mi espacio,mon espace
teorema,théorème
inflación,inflation
El e,te
nótese bien,nb
piedad,Ruth
rezar,prier
aguja,style
compuestos,composés
papa,le pape
tambores,tambours
contratación,contrat
arnoldo,arnold
estructurado,structuré
razonablemente,raisonnablement
todoterreno,jeep
pollitos,poussins
desnudo,nu
colgado,suspendu
vacas,bovins
MBA,mba
radical,radical
graduados,diplômés
vagabundo,vagabond
recomienda,recommande
controlador,contrôlant
Tesoro,Trésor
recargar,recharger
distribuidores,distributeurs
fuego,flamme
levitra,levitra
tanques,réservoirs
asumiendo,en supposant
monetario,monétaire
anciano,âgé
fosa,fosse
Arlington,Arlington
mononucleosis infecciosa,mono
partículas,particules
flotante,flottant
extraordinario,extraordinaire
loseta,tuile
indicando,indiquant
Bolivia,Bolivie
deletrear,épeler
más caliente,le plus chaud
stevens,stevens
coordinar,coordonner
Kuwait,Koweit
exclusivamente,exclusivement
Emily,Emilie
presunto,allégué
limitación,limitation
pantalla panorámica,grand écran
compilar,compiler
webster,Webster
golpeado,frappé
rx,rx
ilustración,illustration
plymouth,plymouth
advertencias,mises en garde
construir,construction
apps,applications
consultas,enquête
nupcial,de mariée
anexo,annexe
revista,magnette
gsm,gsm
inspiración,inspiration
tribal,tribal
curioso,curieuse
conmovedor,affectant
transporte,cargaison
reembolso,rabais
reunirse,se rencontrer
eclipse,éclipse
Sudán,Soudan
ddr,DDR
descarga,Téléchargement
recámara,record
lanzadera,Navette
agregar,agrégat
impresionante,superbe
ciclos,cycles
afecta,affecte
pronóstico,prévision
detectar,détecter
activamente,efficacement
ciao,ciao
amplitud,amplifier
rodilla,le genou
deberes,préparation
pb,pb
Complicado,compliqué
químico,chim
lo más rápido,le plus rapide
mayordomo,majordome
shopzilla,shopzilla
herido,blessée
decoración,décoration
nómina de sueldos,paie
libro de cocina,livre de recettes
expresiones,expressions
tonelada,tonne
mensajero,courrier
subido,téléchargé
shakespeare,shakespeare
sugerencia,conseils
colapso,effondrer
américas,Amériques
conectores,connecteurs
improbable,improbable
oe,oe
gif,gif
pros,avantages
conflicto,conflits
techno,techno
bebida,boisson
tributo,hommage
por cable,câblé
ELVIS,elvis
inmune,immunitaire
Letonia,Lettonie
viajeros,voyageurs
silvicultura,sylviculture
barreras,barrières
hipocresía,net
jd,jdem
casi nunca,rarement
gpl,gonflier
infectado,infecté
ofertas,offrandes
Martha,Martha
génesis,genèse
barrera,barrière
discutir,se disputer
incorrecto,Incorrect
trenes,les trains
rieles,métaux
bicicleta,bicyclette
mobiliario,ameublement
dejando,location
aumentar,surgir
Guatemala,Guatemala
céltico,celtique
de este modo,ainsi
IRC,IRC
jamie,Jamie
partícula,particule
percepción,la perception
minerales,minéraux
aconsejar,conseiller
humedad,humidité
botellas,bouteilles
boxeo,boxe
wy,Wyoming
dm,dm
bangkok,bangkok
Renacimiento,Renaissance
patología,pathologie
sara,sara
sostén,soutien-gorge
ordenanza,ordonnance
abrazos,hughes
fotógrafos,photographes
infecciones,infections
jeffrey,Jeffrey
ajedrez,échecs
opera,exploiter
brisbane,brisbane
configurado,configuré
sobrevivir,survivre
oscar,oscar
festivales,festivals
menú,menus
joan,joan
posibilidades,possibilités
Pato,canard
revelar,révéler
canal,canal
aminado,amino
fi,phi
contribuyendo,contribuant
hierbas,herbes
clínicas,cliniques
mls,mls
vaca,vache
manitoba,manitoba
analítico,analytique
misiones,missions
watson,Watson
mintiendo,couché
trajes,costumes
estricto,strict
bucear,se plonger
saddam,saddam
circulación,circulation
taladro,percer
ofensa,infraction
bryan,Bryan
cet,cet
protesta,manifestation
suposición,supposition
Jerusalén,Jérusalem
Hobby,passe-temps
intentos,essaie
transexuales,transsexuels
invención,invention
apodo,surnom
Fiji,Fidji
técnico,technicien
en línea,en ligne
ejecutivos,cadres
consultas,enquête
Lavado,la lessive
audi,Audi
de personal,recrutement
cognitivo,cognitif
explorador,explorant
truco,tour
consulta,demande
cierre,fermeture
Redada,raid
PPC,ppc
madera,Charpente
voltio,volt
intenso,intense
div,diviser
lista de reproducción,playlist
registrador,greffier
duchas,douches
partidarios,partisans
decisión,décision
firme,constant
tierra,saleté
estatutos,statuts
retiro,Retrait
myers,myers
gotas,gouttes
predicho,prédit
más amplio,plus large
saskatchewan,Saskatchewan
JC,jc
cancelación,annulation
complementos,plugins
inscrito,inscrit
sensores,capteurs
tornillo,vis
ministros,ministres
en público,publiquement
cada hora,horaire
culpar,faire des reproches
Ginebra,Genève
FreeBSD,FreeBsd
veterinario,vétérinaire
acer,acer
prostores,prosternes
Revendedores,revendeur
distante,distinguer
entregó,remis
sufrido,souffert
consumo,admission
informal,informel
Relevancia,pertinence
incentivo,motivation
mariposa,papillon
Tucson,Tucson
mecánica,mécanique
fuertemente,fortement
swingers,échangistes
cincuenta,cinquante
encabezados,en-têtes
errores,erreurs
numérico,numérique
os,sur
adicto,geek
tío,oncle
definitorio,déterminant
contando,compte
reflexión,réflexion
lavabo,évier
acompañado,accompagné
asegurar,assurer
invitación,invitation
devoto,dévoué
Princeton,princeton
jacob,Jacob
sodio,sodium
cachondo,excité
espiritualidad,spiritualité
hormona,hormone
mientras tanto,pendant ce temps
propiedad,propriétaire
Timoteo,Timothée
para niños,enfants
ladrillo,brique
sujeción,saisir
naval,naval
thumbzilla,Thumbzilla
medieval,médiéval
porcelana,porcelaine
avi,avi
puentes,des ponts
pichunter,pichunter
capturado,capturé
vatio,watt
Thehun,le Hun
bueno,décent
fundición,fonderie
Dayton,dayton
traducido,traduit
dentro de poco,prochainement
cameron,Cameron
columnistas,chroniqueurs
patas,épingles
carlos,carlos
Reno,reno
Donna,Donna
andreas,andreas
guerrero,guerrier
diploma,diplôme
cabina,cabine
inocente,innocent
exploración,balayage
IDE,ide
consenso,consensus
polo,polo
valium,valique
proceso de copiar,copier
rpg,rpin
entregamiento,délivrer
sin cable,sans fil
Patricia,patricia
bocina,Corne
eddie,eddie
Uganda,Ouganda
despedido,mis à la porte
periodismo,journalisme
pd,pd
proto,protège
trivialidades,trivia
adidas,adidas
Perth,perth
rana,grenouille
gramática,grammaire
intención,intention
Siria,Syrie
discrepar,être en désaccord
klein,klein
harvey,Harvey
llantas,pneus
registros,journaux
realizado,entrepris
tgp,TGP
peligro,risquer
retro,rétro
León,Leo
en todo el estado,tout à fait
semiconductor,semi-conducteur
GREGORY,grégoire
episodios,épisodes
booleano,booléen
circular,circulaire
enfado,colère
bricolaje,DIY
continente,continuel
ilustraciones,Illustrations
trajes,costume
oportunidades,chances
interactuar,interagir
quebrar,se casser
felicidad,joie
arg,argument
sustancialmente,substantiellement
extraño,bizarre
glenn,glenn
tu,ur
auckland,Auckland
Juegos Olímpicos,Jeux olympiques
frutas,des fruits
identificador,identifiant
geo,géo
cinta,ruban
cálculos,calcul
gama,biche
jpeg,jpeg
conductible,conduite
puesta en marcha,Commencez
Suzuki,Suzuki
trinidad,trinidad
ati,ati
besar,embrassade
wal,wal
práctico,pratique
intercambio,échanger
eximir,exempter
cultivos,cultures
reduce,réduit
logrado,accompli
calculadoras,calculatrice
geometría,géométrie
impresión,impression
abdominales,abdos
Eslovaquia,Slovaquie
voltear,flanquer
gremio,guilde
correlación,corrélation
precioso,magnifique
Capitolio,Capitole
simulación,Sim
platos,vaisselle
ARN,ARN
barbados,barbados
chrysler,chrysler
nervioso,nerveux
rehusar,refuser
extensión,étend
fragancia,fragrance
mcdonald,McDonald
réplica,réplique
plomería,plomberie
Bruselas,Bruxelles
tribu,tribu
vecinos,voisins
vientos alisios,métiers
magnífico,superbe
zumbido,bourdonner
transparente,transparent
nuque,nuke
deshacerse,débarrasser
trinidad,trinité
charlestón,charleston
manejado,manipulé
leyendas,légendes
auge,boom
calma,calmer
campeones,champion
pisos,plancher
trozos escogidos,sélections
proyectores,projecteurs
inapropiado,inapproprié
cansada,échappement
comparación,comparant
llevar a la fuerza,Shanghai
habla,parle
aparejo,burton
profesional,professionnel
Davidson,Davidson
copiado,copié
escocia,Scotia
agricultura,agriculture
gibson,gibson
farmacias,pharmacies
tenedor,fourchette
troy,troy
ln,ln
rodillo,rouleau
introducción,introduction
lote,grouper
organizar,organiser
apreciado,apprécié
alterar,modifier
nicole,nicole
latino,latino
Ghana,Ghana
bordes,bords
UC,uc
mezcla,mélange
manejas,poignées
experto,qualifié
equipado,équipé
albuquerque,albuquerque
armonía,harmonie
distinguido,distingué
asma,asthme
proyectado,projeté
suposiciones,hypothèses
accionistas,actionnaires
mellizos,jumeaux
de desarrollo,du développement
rotura,déchirure
zócalo,zope
regulado,réglementé
triángulo,Triangle
enmendar,modifier
anticipado,anticipé
oriental,Oriental
recompensa,récompense
windsor,windsor
Zambia,Zambie
completando,complétant
GmbH,gmbh
bunes,buée
ld,ld
hidrógeno,hydrogène
webshots,boutique en ligne
pique,sprint
comparable,comparable
polluelo,poussin
defensor,avocat
sims,sims
confusión,confusion
con derechos de autor,copyright
