French,Spanish
thérapeutique,terapéutico
tampons,almohadillas
mégot,campo de tiro al blanco
auberge,posadas
policier,poli
impressionnant,impresionante
mouton,oveja
par conséquent,respectivamente
architecte,arquitecto
chemin de fer,ferrocarril
conférences,conferencias
difficile,desafiante
vins,vinos
garderie,guardería
Plus fort,más difícil
tasses,tazas
cendre,ceniza
four micro onde,microonda
moins cher,lo mas barato
les accidents,accidentes
travesti,travesti
déménagement,reubicación
Stuart,stuart
contributeurs,contribuyentes
salvador,el Salvador
ali,ali
salade,ensalada
np,notario público
monroe,Monroe
tendre,tierno
violations,violaciones
mousse,espuma
températures,temperaturas
pâte,pegar
des nuages,nubes
compétitions,competiciones
discrétion,discreción
TFT,tft
Tanzanie,Tanzania
préserver,preservar
jvc,jvc
poème,poema
non signé,no firmado
séjour,quedarse
produits de beauté,productos cosméticos
Pâques,Pascua de Resurrección
théories,teorías
dépôt,repositorio
louer,felicitar
jeremy,Jeremy
venise,Venecia
concentrations,concentraciones
Estonie,Estonia
christianisme,cristiandad
vétéran,veterano
ruisseaux,arroyos
atterrissage,aterrizaje
signature,firma
réalisé,ejecutado
Katie,katie
négociations,negociaciones
réaliste,realista
dt,dt
cgi,CGI
vitrine,escaparate
intégral,integral
demande,pregunta
se détendre,relajarse
namibie,Namibia
générateur,generador
Christina,christina
du Congrès,del congreso
synopsis,sinopsis
à peine,difícilmente
prairie,pradera
réunion,reunión
compositeur,compositor
haricot,frijol
épée,espada
absent,ausente
photographique,fotográfico
vendre,vende
Équateur,Ecuador
espérant,esperando
accédé,accedido
spiritueux,espíritu
modifications,modificaciones
corail,coral
pixel,píxel
flotter,flotador
colin,colin
biais,parcialidad
importé,importado
sentiers,caminos
bulle,burbuja
porc,por
acquérir,adquirir
contraire,contrario
millénaire,milenio
tribune,tribuna
navire,embarcación
acides,ácidos
se concentrer,enfoque
virus,virus
moins cher,más económico
admis,aceptado
laitier,lácteos
admettre,admitir
mem,MEM
fantaisie,elegante
égalité,igualdad
samoa,samoa
gc,GC
réalisation,logrando
robinet,grifo
autocollants,pegatinas
pêcheries,pesca
exceptions,excepciones
réactions,reacciones
location,arrendamiento
Lauren,lauren
croyances,creencias
CI,ci
macromedia,macromedia
un compagnon,compañero
équipe,equipo
analyser,analizar
ashley,ashley
faire défiler,Desplazarse
rapporter,relacionar
divisions,divisiones
nager,nadar
les salaires,salarios
en outre,Adicionalmente
souffrir,sufrir
les forêts,bosques
camaraderie,compañerismo
nano,nano
invalide,inválido
concerts,conciertos
martial,marcial
mâles,machos
victorien,victoriano
conserver,conservar
couleurs,colores
exécuter,ejecutar
tunnel,túnel
genres,géneros
Cambodge,Camboya
brevets,patentes
droits d'auteur,copyrights
yn,yn
le chaos,caos
Lituanie,Lituania
MasterCard,tarjeta MasterCard
blé,trigo
chroniques,crónicas
obtention,obtención
castor,castor
mise à jour,actualizando
distribuer,distribuir
lectures,lecturas
décoratif,decorativo
kijiji,kijiji
confus,confundido
compilateur,compilador
élargissement,ampliación
aigles,águilas
bases,bases
vii,vii
accusé,acusado
abeille,abeja
campagnes,campañas
unité,unidad
fort,fuerte
conjonction,conjunción
la mariée,novia
les rats,ratas
définit,define
aéroports,aeropuertos
instances,instancias
indigène,indígena
commencé,comenzado
CFR,cfr
brunette,morena
paquets,paquetes
ancre,ancla
des chaussettes,calcetines
validation,validación
parade,desfile
la corruption,corrupción
statistique,estadio
gâchette,desencadenar
des incitations,incentivos
cholestérol,colesterol
recueillies,reunido
essex,essex
Slovénie,Eslovenia
notifié,notificado
différentiel,diferencial
des plages,playas
Dossiers,carpetas
spectaculaire,dramático
surfaces,superficies
terrible,terrible
routeurs,enrutadores
cruz,cruz
pendentif,colgante
Robes,vestidos
baptiste,bautista
scientifique,científico
Starsmerchange,lienzo de estrellas
embauche,contratación
horloges,reloj
arthrite,artritis
bios,biológico
femelles,hembras
wallace,wallace
néanmoins,sin embargo
réfléchir,refleja
Imposition,impuestos
fièvre,fiebre
PMC,pmc
cuisine,cocina
sûrement,seguramente
praticiens,practicantes
transcription,transcripción
mon espace,mi espacio
théorème,teorema
inflation,inflación
te,El e
nb,nótese bien
Ruth,piedad
prier,rezar
style,aguja
composés,compuestos
le pape,papa
tambours,tambores
contrat,contratación
arnold,arnoldo
structuré,estructurado
raisonnablement,razonablemente
jeep,todoterreno
poussins,pollitos
nu,desnudo
suspendu,colgado
bovins,vacas
mba,MBA
radical,radical
diplômés,graduados
vagabond,vagabundo
recommande,recomienda
contrôlant,controlador
Trésor,Tesoro
recharger,recargar
distributeurs,distribuidores
flamme,fuego
levitra,levitra
réservoirs,tanques
en supposant,asumiendo
monétaire,monetario
âgé,anciano
fosse,fosa
Arlington,Arlington
mono,mononucleosis infecciosa
particules,partículas
flottant,flotante
extraordinaire,extraordinario
tuile,loseta
indiquant,indicando
Bolivie,Bolivia
épeler,deletrear
le plus chaud,más caliente
stevens,stevens
coordonner,coordinar
Koweit,Kuwait
exclusivement,exclusivamente
Emilie,Emily
allégué,presunto
limitation,limitación
grand écran,pantalla panorámica
compiler,compilar
Webster,webster
frappé,golpeado
rx,rx
illustration,ilustración
plymouth,plymouth
mises en garde,advertencias
construction,construir
applications,apps
enquête,consultas
de mariée,nupcial
annexe,anexo
magnette,revista
gsm,gsm
inspiration,inspiración
tribal,tribal
curieuse,curioso
affectant,conmovedor
cargaison,transporte
rabais,reembolso
se rencontrer,reunirse
éclipse,eclipse
Soudan,Sudán
DDR,ddr
Téléchargement,descarga
record,recámara
Navette,lanzadera
agrégat,agregar
superbe,impresionante
cycles,ciclos
affecte,afecta
prévision,pronóstico
détecter,detectar
efficacement,activamente
ciao,ciao
amplifier,amplitud
le genou,rodilla
préparation,deberes
pb,pb
compliqué,Complicado
chim,químico
le plus rapide,lo más rápido
majordome,mayordomo
shopzilla,shopzilla
blessée,herido
décoration,decoración
paie,nómina de sueldos
livre de recettes,libro de cocina
expressions,expresiones
tonne,tonelada
courrier,mensajero
téléchargé,subido
shakespeare,shakespeare
conseils,sugerencia
effondrer,colapso
Amériques,américas
connecteurs,conectores
improbable,improbable
oe,oe
gif,gif
avantages,pros
conflits,conflicto
techno,techno
boisson,bebida
hommage,tributo
câblé,por cable
elvis,ELVIS
immunitaire,inmune
Lettonie,Letonia
voyageurs,viajeros
sylviculture,silvicultura
barrières,barreras
net,hipocresía
jdem,jd
rarement,casi nunca
gonflier,gpl
infecté,infectado
offrandes,ofertas
Martha,Martha
genèse,génesis
barrière,barrera
se disputer,discutir
Incorrect,incorrecto
les trains,trenes
métaux,rieles
bicyclette,bicicleta
ameublement,mobiliario
location,dejando
surgir,aumentar
Guatemala,Guatemala
celtique,céltico
ainsi,de este modo
IRC,IRC
Jamie,jamie
particule,partícula
la perception,percepción
minéraux,minerales
conseiller,aconsejar
humidité,humedad
bouteilles,botellas
boxe,boxeo
Wyoming,wy
dm,dm
bangkok,bangkok
Renaissance,Renacimiento
pathologie,patología
sara,sara
soutien-gorge,sostén
ordonnance,ordenanza
hughes,abrazos
photographes,fotógrafos
infections,infecciones
Jeffrey,jeffrey
échecs,ajedrez
exploiter,opera
brisbane,brisbane
configuré,configurado
survivre,sobrevivir
oscar,oscar
festivals,festivales
menus,menú
joan,joan
possibilités,posibilidades
canard,Pato
révéler,revelar
canal,canal
amino,aminado
phi,fi
contribuant,contribuyendo
herbes,hierbas
cliniques,clínicas
mls,mls
vache,vaca
manitoba,manitoba
analytique,analítico
missions,misiones
Watson,watson
couché,mintiendo
costumes,trajes
strict,estricto
se plonger,bucear
saddam,saddam
circulation,circulación
percer,taladro
infraction,ofensa
Bryan,bryan
cet,cet
manifestation,protesta
supposition,suposición
Jérusalem,Jerusalén
passe-temps,Hobby
essaie,intentos
transsexuels,transexuales
invention,invención
surnom,apodo
Fidji,Fiji
technicien,técnico
en ligne,en línea
cadres,ejecutivos
enquête,consultas
la lessive,Lavado
Audi,audi
recrutement,de personal
cognitif,cognitivo
explorant,explorador
tour,truco
demande,consulta
fermeture,cierre
raid,Redada
ppc,PPC
Charpente,madera
volt,voltio
intense,intenso
diviser,div
playlist,lista de reproducción
greffier,registrador
douches,duchas
partisans,partidarios
décision,decisión
constant,firme
saleté,tierra
statuts,estatutos
Retrait,retiro
myers,myers
gouttes,gotas
prédit,predicho
plus large,más amplio
Saskatchewan,saskatchewan
jc,JC
annulation,cancelación
plugins,complementos
inscrit,inscrito
capteurs,sensores
vis,tornillo
ministres,ministros
publiquement,en público
horaire,cada hora
faire des reproches,culpar
Genève,Ginebra
FreeBsd,FreeBSD
vétérinaire,veterinario
acer,acer
prosternes,prostores
revendeur,Revendedores
distinguer,distante
remis,entregó
souffert,sufrido
admission,consumo
informel,informal
pertinence,Relevancia
motivation,incentivo
papillon,mariposa
Tucson,Tucson
mécanique,mecánica
fortement,fuertemente
échangistes,swingers
cinquante,cincuenta
en-têtes,encabezados
erreurs,errores
numérique,numérico
sur,os
geek,adicto
oncle,tío
déterminant,definitorio
compte,contando
réflexion,reflexión
évier,lavabo
accompagné,acompañado
assurer,asegurar
invitation,invitación
dévoué,devoto
princeton,Princeton
Jacob,jacob
sodium,sodio
excité,cachondo
spiritualité,espiritualidad
hormone,hormona
pendant ce temps,mientras tanto
propriétaire,propiedad
Timothée,Timoteo
enfants,para niños
brique,ladrillo
saisir,sujeción
naval,naval
Thumbzilla,thumbzilla
médiéval,medieval
porcelaine,porcelana
avi,avi
des ponts,puentes
pichunter,pichunter
capturé,capturado
watt,vatio
le Hun,Thehun
décent,bueno
fonderie,fundición
dayton,Dayton
traduit,traducido
prochainement,dentro de poco
Cameron,cameron
chroniqueurs,columnistas
épingles,patas
carlos,carlos
reno,Reno
Donna,Donna
andreas,andreas
guerrier,guerrero
diplôme,diploma
cabine,cabina
innocent,inocente
balayage,exploración
ide,IDE
consensus,consenso
polo,polo
valique,valium
copier,proceso de copiar
rpin,rpg
délivrer,entregamiento
sans fil,sin cable
patricia,Patricia
Corne,bocina
eddie,eddie
Ouganda,Uganda
mis à la porte,despedido
journalisme,periodismo
pd,pd
protège,proto
trivia,trivialidades
adidas,adidas
perth,Perth
grenouille,rana
grammaire,gramática
intention,intención
Syrie,Siria
être en désaccord,discrepar
klein,klein
Harvey,harvey
pneus,llantas
journaux,registros
entrepris,realizado
TGP,tgp
risquer,peligro
rétro,retro
Leo,León
tout à fait,en todo el estado
semi-conducteur,semiconductor
grégoire,GREGORY
épisodes,episodios
booléen,booleano
circulaire,circular
colère,enfado
DIY,bricolaje
continuel,continente
Illustrations,ilustraciones
costume,trajes
chances,oportunidades
interagir,interactuar
se casser,quebrar
joie,felicidad
argument,arg
substantiellement,sustancialmente
bizarre,extraño
glenn,glenn
ur,tu
Auckland,auckland
Jeux olympiques,Juegos Olímpicos
des fruits,frutas
identifiant,identificador
géo,geo
ruban,cinta
calcul,cálculos
biche,gama
jpeg,jpeg
conduite,conductible
Commencez,puesta en marcha
Suzuki,Suzuki
trinidad,trinidad
ati,ati
embrassade,besar
wal,wal
pratique,práctico
échanger,intercambio
exempter,eximir
cultures,cultivos
réduit,reduce
accompli,logrado
calculatrice,calculadoras
géométrie,geometría
impression,impresión
abdos,abdominales
Slovaquie,Eslovaquia
flanquer,voltear
guilde,gremio
corrélation,correlación
magnifique,precioso
Capitole,Capitolio
Sim,simulación
vaisselle,platos
ARN,ARN
barbados,barbados
chrysler,chrysler
nerveux,nervioso
refuser,rehusar
étend,extensión
fragrance,fragancia
McDonald,mcdonald
réplique,réplica
plomberie,plomería
Bruxelles,Bruselas
tribu,tribu
voisins,vecinos
métiers,vientos alisios
superbe,magnífico
bourdonner,zumbido
transparent,transparente
nuke,nuque
débarrasser,deshacerse
trinité,trinidad
charleston,charlestón
manipulé,manejado
légendes,leyendas
boom,auge
calmer,calma
champion,campeones
plancher,pisos
sélections,trozos escogidos
projecteurs,proyectores
inapproprié,inapropiado
échappement,cansada
comparant,comparación
Shanghai,llevar a la fuerza
parle,habla
burton,aparejo
professionnel,profesional
Davidson,Davidson
copié,copiado
Scotia,escocia
agriculture,agricultura
gibson,gibson
pharmacies,farmacias
fourchette,tenedor
troy,troy
ln,ln
rouleau,rodillo
introduction,introducción
grouper,lote
organiser,organizar
apprécié,apreciado
modifier,alterar
nicole,nicole
latino,latino
Ghana,Ghana
bords,bordes
uc,UC
mélange,mezcla
poignées,manejas
qualifié,experto
équipé,equipado
albuquerque,albuquerque
harmonie,armonía
distingué,distinguido
asthme,asma
projeté,proyectado
hypothèses,suposiciones
actionnaires,accionistas
jumeaux,mellizos
du développement,de desarrollo
déchirure,rotura
zope,zócalo
réglementé,regulado
Triangle,triángulo
modifier,enmendar
anticipé,anticipado
Oriental,oriental
récompense,recompensa
windsor,windsor
Zambie,Zambia
complétant,completando
gmbh,GmbH
buée,bunes
ld,ld
hydrogène,hidrógeno
boutique en ligne,webshots
sprint,pique
comparable,comparable
poussin,polluelo
avocat,defensor
sims,sims
confusion,confusión
copyright,con derechos de autor
plateau,bandeja
contributions,insumos
garantie,garantías
génome,genoma
escorte,acompañantes
documenté,documentado
lanière,correa
médaille,medalla
Paperbacks,libro de bolsillo
entraîneurs,entrenadores
navires,buques
port,puerto
des promenades,camina
sol,Sol
claviers,teclados
sauge,sabio
des couteaux,cuchillas
éco,eco
vulnérable,vulnerable
organiser,arreglar
artistique,artístico
chauve souris,murciélago
honneurs,honores
stand,puesto
indie,indie
réfléchi,reflejado
unifié,unificado
OS,huesos
élever,raza
détecteur,detector
ignoré,ignorado
polaire,polar
déchu,caído
précis,preciso
Sussex,sussex
respiratoire,respiratorio
notifications,notificaciones
msgstr,msgstr
